DataType,StageID,TalkID,GroupID,ID,FriendID,TalkId,SendTime,Message,
Message,0,2,A,0,0,1,17:00,イイねありがとう！ことのって呼んでもいいかな？,
Message,0,1,A,1,2,1,17:05,ダメ,
Message,0,1,A,2,2,1,17:06,いきなりそういうのキモいんでやめてください,
Message,0,1,A,3,0,1,17:08,ご、ごめん,
Message,0,1,A,4,0,1,17:08,こ、ことのさんって呼ばせていただきます、、、,
Message,0,1,A,5,0,1,17:09,どうして俺にイイね送ってくれたの？,
Message,0,1,A,6,2,1,17:15,別に、他の人よりちょっと顔がいいって思っただけ,
Message,0,1,A,7,2,1,17:16,そういってくれると嬉しいね,
Message,0,1,A,8,0,1,17:25,勘違いしないで、マシってだけ,
Message,0,1,B,0,0,1,,この顔どこかで見た気がするんだよな,
Message,0,1,B,1,0,1,,あ、あれだ,
Message,0,1,B,2,0,1,,この前深夜のドラマで見たあの子にそっくりだ,
Message,0,1,B,3,2,1,,は？あのドラマ見たの？信じらんない,
Message,0,1,B,4,0,1,,え、あれ本当にことのさん！？,
Message,0,1,B,5,0,1,,ことのさんは女優ってこと？,
Message,0,1,B,6,0,1,,あのシーン、すごく印象に残ってる！,
Message,0,1,B,7,2,1,,目指してるってだけで、別にまだ女優じゃない,
Message,0,1,B,8,0,1,,それでも、めちゃくちゃ良かったよ！,
Message,0,1,B,9,0,1,,あのセリフの言い方とか、表情とか、すごくリアルだった！,
Message,0,1,B,10,2,1,,別に何もすごくない,
Message,0,1,B,11,2,1,,あれくらい誰だってできる,
Message,0,1,B,12,2,1,,いや、できなきゃスタートラインにすら立てない,
Message,0,1,C,0,0,1,,プロフィールには何も書いてなかったけど、何かないの？,
Message,0,1,C,1,2,1,,ない,
Message,0,1,C,2,0,1,,普段よくやってたり、行ったりする場所は？,
Message,0,1,C,3,2,1,,カフェにはよく行ってる,
Message,0,1,C,4,0,1,,カフェが好きなんだ？,
Message,0,1,C,5,0,1,,どんなカフェによく行くの？,
Message,0,1,C,6,2,1,,別に決まってないけど、静かなとこが多い,
Message,0,1,C,7,0,1,,なるほど、大人っぽいね。コーヒー派？それとも紅茶とか？,
Message,0,1,C,8,2,1,,『コーヒー』。ブラック。,コーヒー
Message,0,1,C,9,0,1,,渋いね,
Message,0,1,C,10,0,1,,苦くない？,
Message,0,1,C,11,2,1,,苦いのがいい。甘いのはあんまり好きじゃない。,
Message,0,1,C,12,0,1,,なんかイメージ通りかも。一緒に何か頼むことはあるの？,
Message,0,1,C,13,2,1,,たまに。『チーズケーキ』とか,チーズケーキ
Message,0,1,C,14,0,1,,え、めっちゃギャップ！可愛いじゃん！,
Message,0,1,C,15,2,1,,は？別にかわいくないけど,
Message,0,1,C,16,0,1,,大人っぽい印象だったのに、チーズケーキは好きって、いいギャップだと思うけどな,
Message,0,1,D,0,0,1,,なつきさんってめっちゃ綺麗だよね。モデルとかもいけそう,
Message,0,1,D,1,2,1,,は？急にどうしたの？怪しいんだけど,
Message,0,1,D,2,0,1,,いやいや、素直な感想！,
Message,0,1,D,3,2,1,,何が目的なの？,
Message,0,1,D,4,0,1,,いや、別に…褒めたらダメなの？,
Message,0,1,D,5,2,1,,別に、悪い気はしないけど,
Message,0,1,D,6,0,1,,でしょ？,
Message,0,1,E,0,2,1,,あいつマジで何なの！？,
Message,0,1,E,1,2,1,,なんか知らんやつが私の演技ディスってるんだけど,
Message,0,1,F,0,0,1,,え、どんなこと書かれてたの？,
Message,0,1,F,1,2,1,,この女、表情固すぎとか,
Message,0,1,F,2,2,1,,棒読み女は二度と出すなとか,
Message,0,1,F,3,0,1,,それはキツいな…,
Message,0,1,F,4,2,1,,何様なの？こっちは必死にやってんのに,
Message,0,1,F,5,2,1,,しかもさ、その投稿のいいね、地味に多いのが余計ムカつくんだけど,
Message,0,1,F,6,2,1,,大して演技も知らないくせに,
Message,0,1,F,7,0,1,,でも、エゴサするのやめたら？メンタルやられそうだし…,
Message,0,1,F,8,2,1,,それができたら苦労しないんだけど,
Message,0,1,G,0,2,1,,ねえ、あんたってゲーム詳しい？,
Message,0,1,G,1,2,1,,今度みんなでゲームしようって話になったんだけど,
Message,0,1,G,2,2,1,,私何もゲーム知らないから,
Message,0,1,G,3,2,1,,なんかブロックのが沢山？,
Message,0,1,G,4,2,1,,もの作ったりするゲームなんだけど,
Message,0,1,G,5,2,1,,知ってる？,
Message,0,1,H,0,2,1,,あーそんな名前だったかも,
Message,0,1,H,1,2,1,,少しやってみる,
Message,0,1,H,2,2,1,,どうも,
Message,0,1,I,0,2,1,,本当にそれであってる？,
Message,0,1,I,1,2,1,,初めて聞いたんだけど,
Message,0,1,I,2,2,1,,いいや、自分で調べる,
Message,0,1,J,0,2,1,,君話聞いてる？,
Message,0,1,J,1,2,1,,それゲームでも何でもないでしょ,
