DataType,StageID,TalkID,GroupID,ID,FriendID,TalkId,SendTime,Message,
Message,0,2,A,0,0,2,19:03,イイねありがとう！,
Message,0,2,A,3,3,2,19:05,私も会えてうれしぃ～♡,
Message,0,2,A,4,3,2,19:05,プロフィール見て一目惚れしちゃった～,
Message,0,2,A,5,0,2,19:08,俺も君のプロフィール凄くいいと思ったよ,
Message,0,2,A,6,3,2,19:08,やったぁ～,
Message,0,2,A,7,3,2,19:09,つづき待つの苦手なタイプなの～,
Message,0,2,A,8,3,2,19:09,あと嘘つきもー,
Message,0,2,A,9,3,2,19:10,メッセしたらすぐ見てね♡,
Message,0,2,B,0,0,2,,『アイドル』が好きなんだね？,アイドル
Message,0,2,B,1,3,2,,そう～大好きなの！！,
Message,0,2,B,2,3,2,,毎日推しのこと考えてる～♡,
Message,0,2,B,3,0,2,,写真もいっぱい載せてるし、本当に好きなんだなって伝わるよ。,
Message,0,2,B,4,3,2,,でしょ～,
Message,0,2,B,5,3,2,,推しと一緒に写ってるのも見た？,
Message,0,2,B,6,3,2,,あれ、すご～くお気に入りなの～,
Message,0,2,B,7,0,2,,推しとのツーショットみたいで楽しそうだね。,
Message,0,2,B,8,3,2,,えへへ、そうなの～,
Message,0,2,B,9,3,2,,推しと並ぶために頑張ってるんだから～,
Message,0,2,C,0,3,2,,『コスプレ』をよくしてるみたいだね,コスプレ
Message,0,2,C,1,3,2,,そうなの～,
Message,0,2,C,2,3,2,,結構ハマってるんだ～,
Message,0,2,C,3,0,2,,どういうのをするの？,
Message,0,2,C,4,3,2,,私は可愛いキャラにコスすることが多いよ～,
Message,0,2,C,5,0,2,,そのキャラになりきるのって楽しそうだね,
Message,0,2,C,6,3,2,,でもね～、衣装とか『メイク』とかすっごくたいへんなの！,メイク
Message,0,2,D,0,3,2,,凄く大人びて綺麗だね！,
Message,0,2,D,1,3,2,,うれしぃ～♡,
Message,0,2,D,2,3,2,,もっと褒めて～,
Message,0,2,D,3,3,2,,え、えっと、、,
Message,0,2,D,4,3,2,,背が高くてモデルみたいだなって思うよ！,
Message,0,2,D,5,3,2,,えへへ～,
Message,0,2,D,6,3,2,,毎日『ジョギング』して体系保ってるの～,ジョギング
Message,0,2,E,0,3,0,,すごく優しそうな性格だよね,
Message,0,2,E,1,3,0,,話してて落ち着く感じがするよ,
Message,0,2,E,2,3,2,,それ、まえSNSで見た,
Message,0,2,E,3,3,2,,女を落とすほめ言葉20選ってやつ,
Message,0,2,E,4,3,2,,つづきに嘘ついた？,
Message,0,2,E,5,3,2,,私嘘が大っ嫌い！,
Message,0,2,E,6,3,2,,適当で,
Message,0,2,E,7,3,2,,考えなしに,
Message,0,2,E,8,3,2,,調べたことそのまま言わないでよ,
Message,0,2,E,9,3,0,,そんなことないよ！,
Message,0,2,E,10,3,2,,は？,
Message,0,2,E,11,3,0,,20選ってやつ調べてみたけど、言葉違うよ,
Message,0,2,E,12,3,0,,「すごく明るい性格だよね。話してて落ち着く感じがするよ」って書いてる,
Message,0,2,E,13,3,2,,え、うそ,
Message,0,2,E,14,3,2,,ホントだ～,
Message,0,2,E,15,3,2,,疑ってごめんね～,
Message,0,2,E,16,3,2,,見間違えちゃったみたい～,
Message,0,2,E,17,3,2,,ありがとう！そういってくれてうれしぃ♡,
Message,0,2,F,0,3,2,,ねえねえ,
Message,0,2,F,1,3,2,,暇～,
Message,0,2,F,2,3,2,,かまって～,
Message,0,2,F,3,3,2,,あれやろ～よ～,
Message,0,2,F,4,3,2,,『A Mango Earth』ってゲーム,A Mango Earth
Message,0,2,F,5,3,2,,面白いらしいよ～,
Message,0,2,G,6,0,2,,いいよ。やろうか,
Message,0,2,H,0,3,2,,無視するんだ,
Message,0,2,H,1,3,2,,つづきに構ってくれないならいらない,
Message,0,2,I,0,3,2,,なんか甘いもの食べたくなっちゃった～,
Message,0,2,I,1,3,2,,Uperで何か頼も～,
Message,0,2,I,2,3,2,,何かおすすめある～,
Message,0,2,J,0,3,2,,チーズケーキ！,
Message,0,2,J,1,3,2,,おいしそ～,
Message,0,2,J,2,3,2,,それにきーめた,
Message,0,2,J,3,0,2,,こんな時間に食べて平気？,
Message,0,2,J,4,3,2,,ん～？,
Message,0,2,J,5,3,2,,じゃあ今日はチートデーってことで～,
Message,0,2,K,0,3,2,,それ別に甘くなくない～？,
Message,0,2,K,1,3,2,,つづき甘いもの食べたい気分だったのにー,
Message,0,2,K,2,3,2,,やっぱやーめた,
Message,0,2,L,0,3,2,,何言ってるの？,
Message,0,2,L,1,3,2,,食べ物聞いてるんだけど？,
Message,0,2,L,2,3,2,,つづきの話聞いてた？,
Message,0,2,L,3,3,2,,話も聞けないとか君つかえない～,
Message,0,2,M,0,0,2,,アイドルのライブに行かないか？,
Message,0,2,M,1,3,2,,いいよ～,
Message,0,2,M,2,3,2,,ちょうどもうすぐライブがあるんだよね～,
Message,0,2,M,3,3,2,,でも抽選だから当たるかわかんない～,
Message,0,2,M,4,3,2,,でも君がいてよかったよ～,
Message,0,2,M,5,3,2,,これで倍率2倍だぁ,
Message,0,2,M,6,3,2,,当たったら推しのこと沢山教えてあげるね～,
Message,0,2,N,0,0,2,,アイドルのライブに行かないか？,
Message,0,2,N,1,3,2,,君アイドルのことなーんにも知らないでしょ？,
Message,0,2,N,2,3,2,,デートのためにライブに行くなんて推しがかわいそー,
Message,0,2,N,3,3,2,,だからいーかない,
Message,0,2,O,0,3,2,,つづきその話興味な～い,
Message,0,2,O,1,3,2,,もっとおもしろ～い話してー,
Message,0,2,P,0,3,2,,つづき質問中～,
Message,0,2,P,1,3,2,,そっちさき答えてよ～,
